"volcano_number","volcano_name","primary_volcano_type","last_eruption_year","region","latitude","longitude","elevation","tectonic_settings","major_rock_1","num_eruptions"
300124,"Zavaritsky","Pyroclastic cone",-800,"Kamchatka and Mainland Asia",53.905,158.385,1567,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",2
300125,"Akademia Nauk","Stratovolcano",1996,"Kamchatka and Mainland Asia",53.98,159.45,1180,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
300130,"Karymsky","Stratovolcano",2019,"Kamchatka and Mainland Asia",54.049,159.443,1513,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",53
300140,"Maly Semyachik","Caldera",1952,"Kamchatka and Mainland Asia",54.135,159.674,1527,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",23
300150,"Bolshoi Semiachik","Stratovolcano",-4450,"Kamchatka and Mainland Asia",54.32,160.02,1720,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",2
300170,"Uzon","Caldera",200,"Kamchatka and Mainland Asia",54.5,159.97,1617,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
300180,"Kikhpinych","Stratovolcano",1550,"Kamchatka and Mainland Asia",54.489,160.251,1506,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",8
300190,"Krasheninnikov","Caldera",1550,"Kamchatka and Mainland Asia",54.596,160.27,1816,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",31
300210,"Gamchen","Complex",-550,"Kamchatka and Mainland Asia",54.974,160.703,2539,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",2
300221,"Vysoky","Stratovolcano",-550,"Kamchatka and Mainland Asia",55.064,160.765,2129,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
300240,"Tolbachik","Shield",2013,"Kamchatka and Mainland Asia",55.832,160.326,3611,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",60
300250,"Bezymianny","Stratovolcano",2020,"Kamchatka and Mainland Asia",55.972,160.595,2882,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",65
300260,"Klyuchevskoy","Stratovolcano",2020,"Kamchatka and Mainland Asia",56.056,160.642,4754,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",111
300261,"Ushkovsky","Compound",1890,"Kamchatka and Mainland Asia",56.113,160.509,3943,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",3
300270,"Sheveluch","Stratovolcano",2020,"Kamchatka and Mainland Asia",56.653,161.36,3283,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",105
300273,"Cherpuk Group","Pyroclastic cone",-4550,"Kamchatka and Mainland Asia",55.55,157.47,1868,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
300360,"Bolshoi-Kekuknaysky","Shield",-5310,"Kamchatka and Mainland Asia",56.483,157.917,1401,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
300450,"Alney-Chashakondzha","Stratovolcano",1600,"Kamchatka and Mainland Asia",56.656,159.647,2570,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",3
300560,"Titila","Shield",-550,"Kamchatka and Mainland Asia",57.406,160.108,1523,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
300590,"Elovsky","Shield",-7550,"Kamchatka and Mainland Asia",57.55,160.53,1381,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
300650,"Nylgimelkin","Shield",-3550,"Kamchatka and Mainland Asia",57.97,160.65,1764,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
300700,"Severny","Shield",-1550,"Kamchatka and Mainland Asia",58.28,160.87,1936,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
302030,"Udokan Plateau","Pyroclastic cone",-220,"Kamchatka and Mainland Asia",56.28,117.77,2180,"Rift zone / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",5
302060,"Jom-Bolok","Volcanic field",-5180,"Kamchatka and Mainland Asia",52.713,99.021,2047,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
303010,"Taryatu-Chulutu","Volcanic field",-2980,"Kamchatka and Mainland Asia",48.133,99.95,2326,"Intraplate / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",1
304030,"Kunlun Volcanic Group","Pyroclastic cone",1951,"Kamchatka and Mainland Asia",35.52,80.2,5808,"Intraplate / Continental crust (>25 km)","Trachyte / Trachydacite",2
305011,"Arxan-Chaihe","Pyroclastic cone",0,"Kamchatka and Mainland Asia",47.45,120.8,1677,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",1
305030,"Wudalianchi","Volcanic field",1776,"Kamchatka and Mainland Asia",48.72,126.12,597,"Intraplate / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",2
305040,"Jingbo","Volcanic field",-520,"Kamchatka and Mainland Asia",44.08,128.83,1000,"Intraplate / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",3
305050,"Longgang Group","Pyroclastic cone",350,"Kamchatka and Mainland Asia",42.33,126.5,1000,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",1
305060,"Changbaishan","Stratovolcano",1903,"Kamchatka and Mainland Asia",41.98,128.08,2744,"Intraplate / Continental crust (>25 km)","Trachyte / Trachydacite",10
306030,"Ulreung","Stratovolcano",-2990,"Kamchatka and Mainland Asia",37.5,130.87,984,"Intraplate / Continental crust (>25 km)","Trachyandesite / Basaltic Trachyandesite",3
306040,"Halla","Shield",1007,"Kamchatka and Mainland Asia",33.361,126.53,1919,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",4
311060,"Semisopochnoi","Stratovolcano",2020,"Alaska",51.93,179.58,1221,"Subduction zone / Intermediate crust (15-25 km)","Basalt / Picro-Basalt",9
311080,"Tanaga","Stratovolcano",1914,"Alaska",51.885,-178.146,1806,"Subduction zone / Intermediate crust (15-25 km)","Basalt / Picro-Basalt",8
311110,"Kanaga","Stratovolcano",2012,"Alaska",51.923,-177.168,1307,"Subduction zone / Intermediate crust (15-25 km)","Andesite / Basaltic Andesite",24
311111,"Moffett","Stratovolcano",-1600,"Alaska",51.944,-176.747,1196,"Subduction zone / Intermediate crust (15-25 km)","Andesite / Basaltic Andesite",3
311160,"Atka","Stratovolcano",1812,"Alaska",52.331,-174.139,1448,"Subduction zone / Intermediate crust (15-25 km)","Basalt / Picro-Basalt",3
311161,"Korovin","Stratovolcano",2007,"Alaska",52.381,-174.166,1518,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",14
311180,"Seguam","Stratovolcano",1993,"Alaska",52.315,-172.51,1054,"Subduction zone / Intermediate crust (15-25 km)","Andesite / Basaltic Andesite",13
311190,"Amukta","Stratovolcano",1997,"Alaska",52.5,-171.252,1066,"Subduction zone / Intermediate crust (15-25 km)","Andesite / Basaltic Andesite",8
311210,"Yunaska","Shield",1937,"Alaska",52.643,-170.629,550,"Subduction zone / Intermediate crust (15-25 km)","Andesite / Basaltic Andesite",6
311290,"Okmok","Shield",2008,"Alaska",53.43,-168.13,1073,"Subduction zone / Intermediate crust (15-25 km)","Basalt / Picro-Basalt",19
311300,"Bogoslof","Submarine",2017,"Alaska",53.93,-168.03,150,"Subduction zone / Intermediate crust (15-25 km)","Trachyandesite / Basaltic Trachyandesite",12
311310,"Makushin","Stratovolcano",1995,"Alaska",53.891,-166.923,1800,"Subduction zone / Intermediate crust (15-25 km)","Andesite / Basaltic Andesite",28
311320,"Akutan","Stratovolcano",1992,"Alaska",54.134,-165.986,1303,"Subduction zone / Intermediate crust (15-25 km)","Basalt / Picro-Basalt",47
311340,"Westdahl","Stratovolcano",1992,"Alaska",54.516,-164.65,1563,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",8
311350,"Fisher","Stratovolcano",1830,"Alaska",54.65,-164.43,1112,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",6
311360,"Shishaldin","Stratovolcano",2020,"Alaska",54.756,-163.97,2857,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",50
311390,"Amak","Stratovolcano",1796,"Alaska",55.424,-163.149,488,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",3
312030,"Pavlof","Stratovolcano",2016,"Alaska",55.417,-161.894,2493,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",47
312090,"Aniakchak","Caldera",1931,"Alaska",56.88,-158.17,1341,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",18
312110,"Chiginagak","Stratovolcano",1998,"Alaska",57.135,-156.99,2221,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
312130,"Ugashik-Peulik","Stratovolcano",1814,"Alaska",57.751,-156.368,1474,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",5
312131,"Ukinrek Maars","Maar",1977,"Alaska",57.832,-156.51,91,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",2
312140,"Martin","Stratovolcano",1953,"Alaska",58.172,-155.361,1863,"Subduction zone / Continental crust (>25 km)","Dacite",4
312160,"Trident","Stratovolcano",1974,"Alaska",58.236,-155.1,1864,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",15
312170,"Katmai","Stratovolcano",1912,"Alaska",58.28,-154.963,2047,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",6
313010,"Augustine","Lava dome",2006,"Alaska",59.363,-153.43,1252,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",23
313020,"Iliamna","Stratovolcano",1876,"Alaska",60.032,-153.09,3053,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",17
313040,"Spurr","Stratovolcano",1992,"Alaska",61.299,-152.251,3374,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",8
314010,"St. Paul Island","Shield",-1280,"Alaska",57.18,-170.3,203,"Intraplate / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",2
314060,"Imuruk Lake","Shield",300,"Alaska",65.517,-163.45,610,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",1
315020,"Wrangell","Shield",1912,"Alaska",62.006,-144.017,4278,"Intraplate / Continental crust (>25 km)","Andesite / Basaltic Andesite",14
315040,"Edgecumbe","Stratovolcano",-2220,"Alaska",57.05,-135.75,970,"Intraplate / Continental crust (>25 km)","Andesite / Basaltic Andesite",3
320060,"Edziza","Stratovolcano",950,"Canada and Western USA",57.72,-130.63,2786,"Intraplate / Continental crust (>25 km)","Trachyte / Trachydacite",4
320080,"Hoodoo Mountain","Subglacial",-7050,"Canada and Western USA",56.78,-131.28,1850,"Intraplate / Continental crust (>25 km)","Phonolite",1
320090,"Iskut-Unuk River Cones","Pyroclastic cone",1800,"Canada and Western USA",56.58,-130.55,1880,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",8
320150,"Wells Gray-Clearwater","Pyroclastic cone",1550,"Canada and Western USA",52.33,-120.57,2576,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",2
320180,"Meager","Complex",-410,"Canada and Western USA",50.63,-123.5,2680,"Subduction zone / Continental crust (>25 km)","Dacite",1
320200,"Garibaldi","Stratovolcano",-8060,"Canada and Western USA",49.85,-123,2678,"Subduction zone / Continental crust (>25 km)","Dacite",1
321010,"Baker","Stratovolcano",1880,"Canada and Western USA",48.777,-121.813,3285,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",20
321020,"Glacier Peak","Stratovolcano",1700,"Canada and Western USA",48.112,-121.113,3213,"Subduction zone / Continental crust (>25 km)","Dacite",8
321030,"Rainier","Stratovolcano",1450,"Canada and Western USA",46.853,-121.76,4392,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",28
321040,"Adams","Stratovolcano",950,"Canada and Western USA",46.206,-121.49,3742,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",15
321050,"St. Helens","Stratovolcano",2008,"Canada and Western USA",46.2,-122.18,2549,"Subduction zone / Continental crust (>25 km)","Dacite",44
321060,"West Crater","Volcanic field",-5750,"Canada and Western USA",45.88,-122.08,1329,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
321070,"Indian Heaven","Shield",-6250,"Canada and Western USA",45.93,-121.82,1806,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
322010,"Hood","Stratovolcano",1866,"Canada and Western USA",45.374,-121.695,3426,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",9
322020,"Jefferson","Stratovolcano",950,"Canada and Western USA",44.674,-121.8,3199,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
322040,"Sand Mountain Field","Pyroclastic cone",-950,"Canada and Western USA",44.38,-121.93,1664,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",2
322060,"Belknap","Shield",480,"Canada and Western USA",44.285,-121.841,2095,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
322070,"Three Sisters","Complex",440,"Canada and Western USA",44.133,-121.767,3159,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",7
322090,"Bachelor","Stratovolcano",-5800,"Canada and Western USA",43.979,-121.688,2763,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
322100,"Davis Lake","Volcanic field",-2790,"Canada and Western USA",43.57,-121.82,2163,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
322110,"Newberry","Shield",690,"Canada and Western USA",43.722,-121.229,2434,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",11
322160,"Crater Lake","Caldera",-2850,"Canada and Western USA",42.93,-122.12,2487,"Subduction zone / Continental crust (>25 km)","Dacite",5
322170,"Diamond Craters","Volcanic field",-5610,"Canada and Western USA",43.1,-118.75,1435,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
322190,"Jordan Craters","Volcanic field",-1250,"Canada and Western USA",43.147,-117.46,1473,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
323010,"Shasta","Stratovolcano",1250,"Canada and Western USA",41.409,-122.193,4317,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",23
323020,"Medicine Lake","Shield",1060,"Canada and Western USA",41.611,-121.554,2412,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",10
323080,"Lassen Volcanic Center","Stratovolcano",1917,"Canada and Western USA",40.492,-121.508,3187,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",7
323110,"Mono Lake Volcanic Field","Pyroclastic cone",1790,"Canada and Western USA",38,-119.03,2121,"Rift zone / Continental crust (>25 km)","Dacite",5
323120,"Mono-Inyo Craters","Lava dome",1380,"Canada and Western USA",37.804,-119.029,2796,"Rift zone / Continental crust (>25 km)","Rhyolite",13
323150,"Mammoth Mountain","Lava dome",1260,"Canada and Western USA",37.631,-119.032,3369,"Rift zone / Continental crust (>25 km)","Trachyte / Trachydacite",2
323160,"Ubehebe Craters","Maar",-150,"Canada and Western USA",37.02,-117.45,752,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
323170,"Golden Trout Creek","Volcanic field",-5550,"Canada and Western USA",36.358,-118.32,2886,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
323200,"Salton Buttes","Lava dome",210,"Canada and Western USA",33.197,-115.616,-40,"Rift zone / Continental crust (>25 km)","Rhyolite",3
324010,"Black Butte Crater Lava Field","Shield",-8400,"Canada and Western USA",43.183,-114.352,1478,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
324020,"Craters of the Moon","Pyroclastic cone",-130,"Canada and Western USA",43.42,-113.5,2005,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",14
324030,"Wapi Lava Field","Shield",-300,"Canada and Western USA",42.88,-113.22,1604,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
324040,"Hell's Half Acre","Shield",-3250,"Canada and Western USA",43.5,-112.45,1631,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
325010,"Yellowstone","Caldera",-1350,"Canada and Western USA",44.43,-110.67,2805,"Rift zone / Continental crust (>25 km)","Rhyolite",4
327040,"Markagunt Plateau","Volcanic field",1050,"Canada and Western USA",37.58,-112.67,2840,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
327050,"Black Rock Desert","Volcanic field",1290,"Canada and Western USA",38.97,-112.5,1800,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
327110,"Carrizozo","Pyroclastic cone",-3250,"Canada and Western USA",33.78,-105.93,1731,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
327120,"Zuni-Bandera","Volcanic field",-1170,"Canada and Western USA",34.8,-108,2550,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",2
327812,"Red Hill","Volcanic field",-9450,"Canada and Western USA",34.25,-108.83,2300,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",3
329010,"Uinkaret Field","Volcanic field",1100,"Canada and Western USA",36.38,-113.13,1555,"Rift zone / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",1
329020,"San Francisco Volcanic Field","Pyroclastic cone",1075,"Canada and Western USA",35.347,-111.678,3850,"Rift zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
331010,"Endeavour Segment","Submarine",-3490,"Hawaii and Pacific Ocean",47.95,-129.1,-2050,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",2
331020,"CoAxial Segment","Submarine",1993,"Hawaii and Pacific Ocean",46.52,-129.58,-2400,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",2
331021,"Axial Seamount","Submarine",2015,"Hawaii and Pacific Ocean",45.95,-130,-1410,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",12
331030,"Cleft Segment","Submarine",1986,"Hawaii and Pacific Ocean",44.83,-130.3,-2140,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",3
332010,"Kilauea","Shield",2018,"Hawaii and Pacific Ocean",19.421,-155.287,1222,"Intraplate / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",96
332020,"Mauna Loa","Shield",1984,"Hawaii and Pacific Ocean",19.475,-155.608,4170,"Intraplate / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",110
332030,"Mauna Kea","Shield",-2460,"Hawaii and Pacific Ocean",19.82,-155.47,4205,"Intraplate / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",6
332040,"Hualalai","Shield",1801,"Hawaii and Pacific Ocean",19.692,-155.87,2523,"Intraplate / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",22
332060,"Haleakala","Shield",1750,"Hawaii and Pacific Ocean",20.708,-156.25,3055,"Intraplate / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",40
334050,"Northern EPR at 9.8°N","Submarine",2006,"Hawaii and Pacific Ocean",9.83,-104.3,-2500,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",17
334070,"Galapagos Rift","Submarine",1996,"Hawaii and Pacific Ocean",0.792,-86.15,-2430,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",2
341020,"Barcena","Pyroclastic cone",1953,"México and Central America",19.3,-110.82,332,"Rift zone / Oceanic crust (< 15 km)","Trachyte / Trachydacite",1
341021,"Socorro","Shield",1994,"México and Central America",18.78,-110.95,1050,"Rift zone / Oceanic crust (< 15 km)","Trachyte / Trachydacite",6
341030,"Ceboruco","Stratovolcano",1875,"México and Central America",21.125,-104.508,2280,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
341040,"Colima","Stratovolcano",2019,"México and Central America",19.514,-103.62,3850,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",86
341060,"Michoacan-Guanajuato","Pyroclastic cone",1952,"México and Central America",19.85,-101.75,3860,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",11
341061,"Zitacuaro-Valle de Bravo","Caldera",-3050,"México and Central America",19.4,-100.25,3500,"Subduction zone / Continental crust (>25 km)","Dacite",1
341070,"Toluca, Nevado de","Stratovolcano",-1350,"México and Central America",19.108,-99.758,4680,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
341080,"Chichinautzin","Volcanic field",400,"México and Central America",19.08,-99.13,3930,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",8
341090,"Popocatepetl","Stratovolcano",2020,"México and Central America",19.023,-98.622,5393,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",46
341093,"Humeros, Los","Caldera",-4470,"México and Central America",19.68,-97.45,3150,"Subduction zone / Continental crust (>25 km)","Rhyolite",1
341095,"Naolinco Volcanic Field","Pyroclastic cone",-1200,"México and Central America",19.67,-96.75,2000,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
341096,"Cofre de Perote","Shield",1150,"México and Central America",19.492,-97.15,4282,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
341098,"Cumbres,  Las","Stratovolcano",-3920,"México and Central America",19.15,-97.27,3940,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
341100,"Orizaba, Pico de","Stratovolcano",1846,"México and Central America",19.03,-97.27,5564,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",27
341110,"San Martin","Shield",1796,"México and Central America",18.57,-95.2,1650,"Subduction zone / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",16
341120,"Chichon, El","Lava dome",1982,"México and Central America",17.36,-93.228,1150,"Subduction zone / Continental crust (>25 km)","Trachyandesite / Basaltic Trachyandesite",13
341130,"Tacana","Stratovolcano",1986,"México and Central America",15.132,-92.109,4064,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",11
342030,"Santa Maria","Stratovolcano",2020,"México and Central America",14.757,-91.552,3745,"Subduction zone / Continental crust (>25 km)","Dacite",3
342040,"Almolonga","Stratovolcano",1818,"México and Central America",14.797,-91.519,3173,"Subduction zone / Continental crust (>25 km)","Dacite",6
342080,"Acatenango","Stratovolcano",1972,"México and Central America",14.501,-90.876,3976,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",8
342090,"Fuego","Stratovolcano",2020,"México and Central America",14.473,-90.88,3763,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",79
342110,"Pacaya","Complex",2020,"México and Central America",14.382,-90.601,2569,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",36
342120,"Tecuamburro","Stratovolcano",-960,"México and Central America",14.156,-90.407,1845,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
343020,"Santa Ana","Stratovolcano",2005,"México and Central America",13.853,-89.63,2381,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",19
343050,"San Salvador","Stratovolcano",1917,"México and Central America",13.734,-89.294,1893,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",7
343060,"Ilopango","Caldera",1880,"México and Central America",13.672,-89.053,450,"Subduction zone / Continental crust (>25 km)","Dacite",2
344010,"Cosiguina","Stratovolcano",1859,"México and Central America",12.98,-87.57,872,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",7
344020,"San Cristobal","Stratovolcano",2019,"México and Central America",12.702,-87.004,1745,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",35
344040,"Telica","Stratovolcano",2018,"México and Central America",12.606,-86.84,1036,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",50
344070,"Negro, Cerro","Pyroclastic cone",1999,"México and Central America",12.506,-86.702,728,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",24
344080,"Pilas, Las","Complex",1954,"México and Central America",12.495,-86.688,1088,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",3
344090,"Momotombo","Stratovolcano",2016,"México and Central America",12.423,-86.539,1270,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",22
344091,"Apoyeque","Pyroclastic shield",-50,"México and Central America",12.242,-86.342,518,"Subduction zone / Continental crust (>25 km)","Dacite",4
344092,"Nejapa-Miraflores","Fissure vent",1060,"México and Central America",12.12,-86.32,360,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",8
344100,"Masaya","Caldera",2020,"México and Central America",11.985,-86.165,594,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",42
344120,"Concepcion","Stratovolcano",2011,"México and Central America",11.538,-85.622,1700,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",34
345020,"Rincon de la Vieja","Complex",2020,"México and Central America",10.83,-85.324,1916,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",33
345030,"Miravalles","Stratovolcano",1946,"México and Central America",10.748,-85.153,2028,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
345033,"Arenal","Stratovolcano",2010,"México and Central America",10.463,-84.703,1670,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",28
345040,"Poas","Stratovolcano",2019,"México and Central America",10.2,-84.233,2708,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",60
345050,"Barva","Complex",-6050,"México and Central America",10.135,-84.1,2906,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
345060,"Irazu","Stratovolcano",1994,"México and Central America",9.979,-83.852,3432,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",39
345070,"Turrialba","Stratovolcano",2019,"México and Central America",10.025,-83.767,3340,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",21
351012,"Bravo, Cerro","Stratovolcano",1720,"South America",5.091,-75.293,3985,"Subduction zone / Continental crust (>25 km)","Dacite",8
351020,"Ruiz, Nevado del","Stratovolcano",2020,"South America",4.892,-75.324,5279,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",27
351021,"Santa Isabel","Shield",-850,"South America",4.818,-75.365,4944,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
351030,"Tolima, Nevado del","Stratovolcano",1943,"South America",4.658,-75.33,5215,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",12
351060,"Purace","Stratovolcano",1977,"South America",2.32,-76.4,4650,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",25
351080,"Galeras","Complex",2014,"South America",1.22,-77.37,4276,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",42
351100,"Cumbal","Stratovolcano",1926,"South America",0.95,-77.87,4764,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
351110,"Chiles-Cerro Negro","Stratovolcano",1936,"South America",0.817,-77.938,4698,"Subduction zone / Continental crust (>25 km)","Dacite",1
352002,"Chachimbiro","Stratovolcano",-3740,"South America",0.468,-78.287,4106,"Subduction zone / Continental crust (>25 km)","Dacite",1
352003,"Cuicocha","Caldera",650,"South America",0.308,-78.364,3246,"Subduction zone / Continental crust (>25 km)","Dacite",4
352004,"Imbabura","Compound",-5550,"South America",0.258,-78.183,4609,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
352006,"Cayambe","Compound",1786,"South America",0.029,-77.986,5790,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",22
352010,"Reventador","Stratovolcano",2020,"South America",-0.077,-77.656,3562,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",26
